masterid,ReadingTypeId,ReadOn,Value,IsManualReading
78379967,1,2022-11-28 13:00:00.000000,120599,FALSE
78379967,1,2022-11-28 14:00:00.000000,120604,FALSE
78379967,1,2022-11-28 15:00:00.000000,120608,FALSE
78379967,1,2022-11-28 16:00:00.000000,120614,FALSE
78379967,1,2022-11-28 17:00:00.000000,120619,FALSE
78379967,1,2022-11-28 18:00:00.000000,120621,FALSE
78379967,1,2022-11-28 19:00:00.000000,120626,FALSE
78379967,1,2022-11-28 20:00:00.000000,120631,FALSE
78379967,1,2022-11-28 21:00:00.000000,120636,FALSE
78379967,1,2022-11-28 22:00:00.000000,120639,FALSE
78379967,1,2022-11-28 23:00:00.000000,120644,FALSE
78379967,1,2022-11-29 00:00:00.000000,120647,FALSE
78379967,1,2022-11-29 01:00:00.000000,120652,FALSE
78379967,1,2022-11-29 02:00:00.000000,120657,FALSE
78379967,1,2022-11-29 03:00:00.000000,120660,FALSE
78379967,1,2022-11-29 04:00:00.000000,120665,FALSE
78379967,1,2022-11-29 05:00:00.000000,120669,FALSE
78379967,1,2022-11-29 06:00:00.000000,120673,FALSE
78379967,1,2022-11-29 07:00:00.000000,120679,FALSE
78379967,1,2022-11-29 08:00:00.000000,120684,FALSE
78379967,1,2022-11-29 09:00:00.000000,120687,FALSE
78379967,1,2022-11-29 10:00:00.000000,120692,FALSE
78379967,1,2022-11-29 11:00:00.000000,120697,FALSE
78379967,1,2022-11-29 12:00:00.000000,120701,FALSE
78379967,1,2022-11-29 13:00:00.000000,120706,FALSE
78379967,1,2022-11-29 14:00:00.000000,120709,FALSE
78379967,1,2022-11-29 15:00:00.000000,120713,FALSE
78379967,1,2022-11-29 16:00:00.000000,120719,FALSE
78379967,1,2022-11-29 17:00:00.000000,120723,FALSE
78379967,1,2022-11-29 18:00:00.000000,120728,FALSE
78379967,1,2022-11-29 19:00:00.000000,120733,FALSE
78379967,1,2022-11-29 20:00:00.000000,120736,FALSE
78379967,1,2022-11-29 21:00:00.000000,120741,FALSE
78379967,1,2022-11-29 22:00:00.000000,120746,FALSE
78379967,1,2022-11-29 23:00:00.000000,120750,FALSE
78379967,1,2022-11-30 00:00:00.000000,120756,FALSE
78379967,1,2022-11-30 01:00:00.000000,120759,FALSE
78379967,1,2022-11-30 02:00:00.000000,120764,FALSE
78379967,1,2022-11-30 03:00:00.000000,120770,FALSE
78379967,1,2022-11-30 04:00:00.000000,120773,FALSE
78379967,1,2022-11-30 05:00:00.000000,120777,FALSE
78379967,1,2022-11-30 06:00:00.000000,120783,FALSE
78379967,1,2022-11-30 07:00:00.000000,120789,FALSE
78379967,1,2022-11-30 08:00:00.000000,120795,FALSE
78379967,1,2022-11-30 09:00:00.000000,120797,FALSE
78379967,1,2022-11-30 10:00:00.000000,120803,FALSE
78379967,1,2022-11-30 11:00:00.000000,120808,FALSE
78379967,1,2022-11-30 12:00:00.000000,120812,FALSE
78379967,1,2022-11-30 13:00:00.000000,120817,FALSE
78379967,1,2022-11-30 14:00:00.000000,120821,FALSE
78379967,1,2022-11-30 15:00:00.000000,120826,FALSE
78379967,1,2022-11-30 16:00:00.000000,120832,FALSE
78379967,1,2022-11-30 17:00:00.000000,120837,FALSE
78379967,1,2022-11-30 18:00:00.000000,120840,FALSE
78379967,1,2022-11-30 19:00:00.000000,120846,FALSE
78379967,1,2022-11-30 20:00:00.000000,120849,FALSE
78379967,1,2022-11-30 21:00:00.000000,120855,FALSE
78379967,1,2022-11-30 22:00:00.000000,120859,FALSE
78379967,1,2022-11-30 23:00:00.000000,120865,FALSE
78379967,1,2022-12-01 00:00:00.000000,120871,FALSE
78379967,1,2022-12-01 01:00:00.000000,120875,FALSE
78379967,1,2022-12-01 02:00:00.000000,120880,FALSE
78379967,1,2022-12-01 03:00:00.000000,120885,FALSE
78379967,1,2022-12-01 04:00:00.000000,120890,FALSE
78379967,1,2022-12-01 05:00:00.000000,120896,FALSE
78379967,1,2022-12-01 06:00:00.000000,120902,FALSE
78379967,1,2022-12-01 07:00:00.000000,120906,FALSE
78379967,1,2022-12-01 08:00:00.000000,120912,FALSE
78379967,1,2022-12-01 09:00:00.000000,120920,FALSE
78379967,1,2022-12-01 10:00:00.000000,120928,FALSE
78379967,1,2022-12-01 11:00:00.000000,120929,FALSE
78379967,1,2022-12-01 12:00:00.000000,120935,FALSE
78379967,1,2022-12-01 13:00:00.000000,120940,FALSE
78379967,1,2022-12-01 14:00:00.000000,120943,FALSE
78379967,1,2022-12-01 15:00:00.000000,120948,FALSE
78379967,1,2022-12-01 16:00:00.000000,120954,FALSE
78379967,1,2022-12-01 17:00:00.000000,120961,FALSE
78379967,1,2022-12-01 18:00:00.000000,120963,FALSE
78379967,1,2022-12-01 19:00:00.000000,120969,FALSE
78379967,1,2022-12-01 20:00:00.000000,120975,FALSE
78379967,1,2022-12-01 21:00:00.000000,120980,FALSE
78379967,1,2022-12-01 22:00:00.000000,120987,FALSE
78379967,1,2022-12-01 23:00:00.000000,120991,FALSE
78379967,1,2022-12-02 00:00:00.000000,120995,FALSE
78379967,1,2022-12-02 01:00:00.000000,121001,FALSE
78379967,1,2022-12-02 02:00:00.000000,121005,FALSE
78379967,1,2022-12-02 03:00:00.000000,121011,FALSE
78379967,1,2022-12-02 04:00:00.000000,121015,FALSE
78379967,1,2022-12-02 05:00:00.000000,121020,FALSE
78379967,1,2022-12-02 06:00:00.000000,121026,FALSE
78379967,1,2022-12-02 07:00:00.000000,121030,FALSE
78379967,1,2022-12-02 08:00:00.000000,121034,FALSE
78379967,1,2022-12-02 09:00:00.000000,121042,FALSE
78379967,1,2022-12-02 10:00:00.000000,121047,FALSE
78379967,1,2022-12-02 11:00:00.000000,121050,FALSE
78379967,1,2022-12-02 12:00:00.000000,121056,FALSE
78379967,1,2022-12-02 13:00:00.000000,121059,FALSE
78379967,1,2022-12-02 14:00:00.000000,121065,FALSE
78379967,1,2022-12-02 15:00:00.000000,121070,FALSE
78379967,1,2022-12-02 16:00:00.000000,121073,FALSE
78379967,1,2022-12-02 17:00:00.000000,121077,FALSE
78379967,1,2022-12-02 18:00:00.000000,121084,FALSE
78379967,1,2022-12-02 19:00:00.000000,121090,FALSE
78379967,1,2022-12-02 20:00:00.000000,121093,FALSE
78379967,1,2022-12-02 21:00:00.000000,121099,FALSE
78379967,1,2022-12-02 22:00:00.000000,121103,FALSE
78379967,1,2022-12-02 23:00:00.000000,121110,FALSE
78379967,1,2022-12-03 00:00:00.000000,121116,FALSE
78379967,1,2022-12-03 01:00:00.000000,121119,FALSE
78379967,1,2022-12-03 02:00:00.000000,121125,FALSE
78379967,1,2022-12-03 03:00:00.000000,121130,FALSE
78379967,1,2022-12-03 04:00:00.000000,121134,FALSE
78379967,1,2022-12-03 05:00:00.000000,121139,FALSE
78379967,1,2022-12-03 06:00:00.000000,121146,FALSE
78379967,1,2022-12-03 07:00:00.000000,121152,FALSE
78379967,1,2022-12-03 08:00:00.000000,121155,FALSE
78379967,1,2022-12-03 09:00:00.000000,121161,FALSE
78379967,1,2022-12-03 10:00:00.000000,121167,FALSE
78379967,1,2022-12-03 11:00:00.000000,121173,FALSE
78379967,1,2022-12-03 12:00:00.000000,121177,FALSE
78379967,1,2022-12-03 13:00:00.000000,121183,FALSE
78379967,1,2022-12-03 14:00:00.000000,121186,FALSE
78379967,1,2022-12-03 15:00:00.000000,121191,FALSE
78379967,1,2022-12-03 16:00:00.000000,121199,FALSE
78379967,1,2022-12-03 17:00:00.000000,121205,FALSE
78379967,1,2022-12-03 18:00:00.000000,121208,FALSE
78379967,1,2022-12-03 19:00:00.000000,121214,FALSE
78379967,1,2022-12-03 20:00:00.000000,121219,FALSE
78379967,1,2022-12-03 21:00:00.000000,121223,FALSE
78379967,1,2022-12-03 22:00:00.000000,121230,FALSE
78379967,1,2022-12-03 23:00:00.000000,121237,FALSE
78379967,1,2022-12-04 00:00:00.000000,121242,FALSE
78379967,1,2022-12-04 01:00:00.000000,121246,FALSE
78379967,1,2022-12-04 02:00:00.000000,121253,FALSE
78379967,1,2022-12-04 03:00:00.000000,121256,FALSE
78379967,1,2022-12-04 04:00:00.000000,121261,FALSE
78379967,1,2022-12-04 05:00:00.000000,121268,FALSE
78379967,1,2022-12-04 06:00:00.000000,121275,FALSE
78379967,1,2022-12-04 07:00:00.000000,121280,FALSE
78379967,1,2022-12-04 08:00:00.000000,121287,FALSE
78379967,1,2022-12-04 09:00:00.000000,121293,FALSE
78379967,1,2022-12-04 10:00:00.000000,121301,FALSE
78379967,1,2022-12-04 11:00:00.000000,121305,FALSE
78379967,1,2022-12-04 12:00:00.000000,121310,FALSE
78379967,1,2022-12-04 13:00:00.000000,121316,FALSE
78379967,1,2022-12-04 14:00:00.000000,121319,FALSE
78379967,1,2022-12-04 15:00:00.000000,121325,FALSE
78379967,1,2022-12-04 16:00:00.000000,121332,FALSE
78379967,1,2022-12-04 17:00:00.000000,121336,FALSE
78379967,1,2022-12-04 18:00:00.000000,121341,FALSE
78379967,1,2022-12-04 19:00:00.000000,121346,FALSE
78379967,1,2022-12-04 20:00:00.000000,121351,FALSE
78379967,1,2022-12-04 21:00:00.000000,121357,FALSE
78379967,1,2022-12-04 22:00:00.000000,121363,FALSE
78379967,1,2022-12-04 23:00:00.000000,121366,FALSE
78379967,1,2022-12-05 00:00:00.000000,121372,FALSE
78379967,1,2022-12-05 01:00:00.000000,121377,FALSE
78379967,1,2022-12-05 02:00:00.000000,121382,FALSE
78379967,1,2022-12-05 03:00:00.000000,121388,FALSE
78379967,1,2022-12-05 04:00:00.000000,121391,FALSE
78379967,1,2022-12-05 05:00:00.000000,121397,FALSE
78379967,1,2022-12-05 06:00:00.000000,121403,FALSE
78379967,1,2022-12-05 07:00:00.000000,121407,FALSE
78379967,1,2022-12-05 08:00:00.000000,121413,FALSE
78379967,1,2022-12-05 09:00:00.000000,121419,FALSE
78379967,1,2022-12-05 10:00:00.000000,121428,FALSE
78379967,1,2022-12-05 11:00:00.000000,121430,FALSE
78379967,1,2022-12-05 12:00:00.000000,121434,FALSE
78379967,1,2022-12-05 13:00:00.000000,121440,FALSE
78379967,1,2022-12-05 14:00:00.000000,121444,FALSE
78379967,1,2022-12-05 15:00:00.000000,121449,FALSE
78379967,1,2022-12-05 16:00:00.000000,121453,FALSE
78379967,1,2022-12-05 17:00:00.000000,121460,FALSE
78379967,1,2022-12-05 18:00:00.000000,121466,FALSE
78379967,1,2022-12-05 19:00:00.000000,121469,FALSE
78379967,1,2022-12-05 20:00:00.000000,121475,FALSE
78379967,1,2022-12-05 21:00:00.000000,121479,FALSE
78379967,1,2022-12-05 22:00:00.000000,121485,FALSE
78379967,1,2022-12-05 23:00:00.000000,121491,FALSE
78379967,1,2022-12-06 00:00:00.000000,121496,FALSE
78379967,1,2022-12-06 01:00:00.000000,121500,FALSE
78379967,1,2022-12-06 02:00:00.000000,121505,FALSE
78379967,1,2022-12-06 03:00:00.000000,121510,FALSE
78379967,1,2022-12-06 04:00:00.000000,121516,FALSE
78379967,1,2022-12-06 05:00:00.000000,121522,FALSE
78379967,1,2022-12-06 06:00:00.000000,121525,FALSE
78379967,1,2022-12-06 07:00:00.000000,121531,FALSE
78379967,1,2022-12-06 08:00:00.000000,121534,FALSE
78379967,1,2022-12-06 09:00:00.000000,121539,FALSE
78379967,1,2022-12-06 10:00:00.000000,121544,FALSE
78379967,1,2022-12-06 11:00:00.000000,121552,FALSE
78379967,1,2022-12-06 12:00:00.000000,121557,FALSE
78379967,1,2022-12-06 13:00:00.000000,121560,FALSE
78379967,1,2022-12-06 14:00:00.000000,121566,FALSE
78379967,1,2022-12-06 15:00:00.000000,121571,FALSE
78379967,1,2022-12-06 16:00:00.000000,121577,FALSE
78379967,1,2022-12-06 17:00:00.000000,121583,FALSE
78379967,1,2022-12-06 18:00:00.000000,121587,FALSE
78379967,1,2022-12-06 19:00:00.000000,121593,FALSE
78379967,1,2022-12-06 20:00:00.000000,121598,FALSE
78379967,1,2022-12-06 21:00:00.000000,121604,FALSE
78379967,1,2022-12-06 22:00:00.000000,121610,FALSE
78379967,1,2022-12-06 23:00:00.000000,121617,FALSE
78379967,1,2022-12-07 00:00:00.000000,121622,FALSE
78379967,1,2022-12-07 01:00:00.000000,121629,FALSE
78379967,1,2022-12-07 02:00:00.000000,121632,FALSE
78379967,1,2022-12-07 03:00:00.000000,121638,FALSE
78379967,1,2022-12-07 04:00:00.000000,121643,FALSE
78379967,1,2022-12-07 05:00:00.000000,121650,FALSE
78379967,1,2022-12-07 06:00:00.000000,121655,FALSE
78379967,1,2022-12-07 07:00:00.000000,121661,FALSE
78379967,1,2022-12-07 08:00:00.000000,121668,FALSE
78379967,1,2022-12-07 09:00:00.000000,121674,FALSE
78379967,1,2022-12-07 10:00:00.000000,121679,FALSE
78379967,1,2022-12-07 11:00:00.000000,121686,FALSE
78379967,1,2022-12-07 12:00:00.000000,121692,FALSE
78379967,1,2022-12-07 13:00:00.000000,121698,FALSE
78379967,1,2022-12-07 14:00:00.000000,121703,FALSE
78379967,1,2022-12-07 15:00:00.000000,121707,FALSE
78379967,1,2022-12-07 16:00:00.000000,121714,FALSE
78379967,1,2022-12-07 17:00:00.000000,121721,FALSE
78379967,1,2022-12-07 18:00:00.000000,121728,FALSE
78379967,1,2022-12-07 19:00:00.000000,121735,FALSE
78379967,1,2022-12-07 20:00:00.000000,121741,FALSE
78379967,1,2022-12-07 21:00:00.000000,121747,FALSE
78379967,1,2022-12-07 22:00:00.000000,121751,FALSE
78379967,1,2022-12-07 23:00:00.000000,121759,FALSE
78379967,1,2022-12-08 00:00:00.000000,121766,FALSE
78379967,1,2022-12-08 01:00:00.000000,121773,FALSE
78379967,1,2022-12-08 02:00:00.000000,121780,FALSE
78379967,1,2022-12-08 03:00:00.000000,121787,FALSE
78379967,1,2022-12-08 04:00:00.000000,121794,FALSE
78379967,1,2022-12-08 05:00:00.000000,121802,FALSE
78379967,1,2022-12-08 06:00:00.000000,121809,FALSE
78379967,1,2022-12-08 07:00:00.000000,121819,FALSE
78379967,1,2022-12-08 08:00:00.000000,121825,FALSE
78379967,1,2022-12-08 09:00:00.000000,121835,FALSE
78379967,1,2022-12-08 10:00:00.000000,121844,FALSE
78379967,1,2022-12-08 11:00:00.000000,121855,FALSE
78379967,1,2022-12-08 12:00:00.000000,121862,FALSE
78379967,1,2022-12-08 13:00:00.000000,121868,FALSE
78379967,1,2022-12-08 14:00:00.000000,121876,FALSE
78379967,1,2022-12-08 15:00:00.000000,121883,FALSE
78379967,1,2022-12-08 16:00:00.000000,121887,FALSE
78379967,1,2022-12-08 17:00:00.000000,121894,FALSE
78379967,1,2022-12-08 18:00:00.000000,121901,FALSE
78379967,1,2022-12-08 19:00:00.000000,121908,FALSE
78379967,1,2022-12-08 20:00:00.000000,121915,FALSE
78379967,1,2022-12-08 21:00:00.000000,121923,FALSE
78379967,1,2022-12-08 22:00:00.000000,121930,FALSE
78379967,1,2022-12-08 23:00:00.000000,121935,FALSE
78379967,1,2022-12-09 00:00:00.000000,121941,FALSE
78379967,1,2022-12-09 01:00:00.000000,121948,FALSE
78379967,1,2022-12-09 02:00:00.000000,121956,FALSE
78379967,1,2022-12-09 03:00:00.000000,121963,FALSE
78379967,1,2022-12-09 04:00:00.000000,121969,FALSE
78379967,1,2022-12-09 05:00:00.000000,121977,FALSE
78379967,1,2022-12-09 06:00:00.000000,121983,FALSE
78379967,1,2022-12-09 07:00:00.000000,121990,FALSE
78379967,1,2022-12-09 08:00:00.000000,121995,FALSE
78379967,1,2022-12-09 09:00:00.000000,122000,FALSE
78379967,1,2022-12-09 10:00:00.000000,122008,FALSE
78379967,1,2022-12-09 11:00:00.000000,122016,FALSE
78379967,1,2022-12-09 12:00:00.000000,122024,FALSE
78379967,1,2022-12-09 13:00:00.000000,122030,FALSE
78379967,1,2022-12-09 14:00:00.000000,122035,FALSE
78379967,1,2022-12-09 15:00:00.000000,122039,FALSE
78379967,1,2022-12-09 16:00:00.000000,122045,FALSE
78379967,1,2022-12-09 17:00:00.000000,122053,FALSE
78379967,1,2022-12-09 18:00:00.000000,122060,FALSE
78379967,1,2022-12-09 19:00:00.000000,122066,FALSE
78379967,1,2022-12-09 20:00:00.000000,122072,FALSE
78379967,1,2022-12-09 21:00:00.000000,122079,FALSE
78379967,1,2022-12-09 22:00:00.000000,122085,FALSE
78379967,1,2022-12-09 23:00:00.000000,122091,FALSE
78379967,1,2022-12-10 00:00:00.000000,122098,FALSE
78379967,1,2022-12-10 01:00:00.000000,122104,FALSE
78379967,1,2022-12-10 02:00:00.000000,122107,FALSE
78379967,1,2022-12-10 03:00:00.000000,122113,FALSE
78379967,1,2022-12-10 04:00:00.000000,122120,FALSE
78379967,1,2022-12-10 05:00:00.000000,122127,FALSE
78379967,1,2022-12-10 06:00:00.000000,122134,FALSE
78379967,1,2022-12-10 07:00:00.000000,122140,FALSE
78379967,1,2022-12-10 08:00:00.000000,122143,FALSE
78379967,1,2022-12-10 09:00:00.000000,122151,FALSE
78379967,1,2022-12-10 10:00:00.000000,122160,FALSE
78379967,1,2022-12-10 11:00:00.000000,122168,FALSE
78379967,1,2022-12-10 12:00:00.000000,122175,FALSE
78379967,1,2022-12-10 13:00:00.000000,122179,FALSE
78379967,1,2022-12-10 14:00:00.000000,122184,FALSE
78379967,1,2022-12-10 15:00:00.000000,122190,FALSE
78379967,1,2022-12-10 16:00:00.000000,122196,FALSE
78379967,1,2022-12-10 17:00:00.000000,122203,FALSE
78379967,1,2022-12-10 18:00:00.000000,122209,FALSE
78379967,1,2022-12-10 19:00:00.000000,122213,FALSE
78379967,1,2022-12-10 20:00:00.000000,122218,FALSE
78379967,1,2022-12-10 21:00:00.000000,122224,FALSE
78379967,1,2022-12-10 22:00:00.000000,122231,FALSE
78379967,1,2022-12-10 23:00:00.000000,122238,FALSE
78379967,1,2022-12-11 00:00:00.000000,122245,FALSE
78379967,1,2022-12-11 01:00:00.000000,122251,FALSE
78379967,1,2022-12-11 02:00:00.000000,122255,FALSE
78379967,1,2022-12-11 03:00:00.000000,122260,FALSE
78379967,1,2022-12-11 04:00:00.000000,122267,FALSE
78379967,1,2022-12-11 05:00:00.000000,122274,FALSE
78379967,1,2022-12-11 06:00:00.000000,122281,FALSE
78379967,1,2022-12-11 07:00:00.000000,122288,FALSE
78379967,1,2022-12-11 08:00:00.000000,122294,FALSE
78379967,1,2022-12-11 09:00:00.000000,122302,FALSE
78379967,1,2022-12-11 10:00:00.000000,122308,FALSE
78379967,1,2022-12-11 11:00:00.000000,122311,FALSE
78379967,1,2022-12-11 12:00:00.000000,122318,FALSE
78379967,1,2022-12-11 13:00:00.000000,122325,FALSE
78379967,1,2022-12-11 14:00:00.000000,122332,FALSE
78379967,1,2022-12-11 15:00:00.000000,122340,FALSE
78379967,1,2022-12-11 16:00:00.000000,122346,FALSE
78379967,1,2022-12-11 17:00:00.000000,122352,FALSE
78379967,1,2022-12-11 18:00:00.000000,122357,FALSE
78379967,1,2022-12-11 19:00:00.000000,122364,FALSE
78379967,1,2022-12-11 20:00:00.000000,122371,FALSE
78379967,1,2022-12-11 21:00:00.000000,122378,FALSE
78379967,1,2022-12-11 22:00:00.000000,122386,FALSE
78379967,1,2022-12-11 23:00:00.000000,122393,FALSE
78379967,1,2022-12-12 00:00:00.000000,122400,FALSE
78379967,1,2022-12-12 01:00:00.000000,122407,FALSE
